User_name,PatientID,Appointments,Observations,Encounters,SpecialAction,Class
user0000040,2bea1db5-5b48-4f57-adf3-765192497701,1,0,0,0,anomalous
user0000045,2bea1db5-5b48-4f57-adf3-765192497701,1,0,0,0,anomalous
user0000048,2bea1db5-5b48-4f57-adf3-765192497701,0,0,1,0,anomalous
user0000049,2bea1db5-5b48-4f57-adf3-765192497701,1,0,1,0,normal
user0000053,2bea1db5-5b48-4f57-adf3-765192497701,1,0,0,0,anomalous
user0000055,2bea1db5-5b48-4f57-adf3-765192497701,0,0,1,0,anomalous
user0000060,2bea1db5-5b48-4f57-adf3-765192497701,1,0,0,0,anomalous
user0000062,2bea1db5-5b48-4f57-adf3-765192497701,1,0,0,0,anomalous
user0000066,2bea1db5-5b48-4f57-adf3-765192497701,1,0,0,0,anomalous
user0000068,2bea1db5-5b48-4f57-adf3-765192497701,0,0,1,0,anomalous
user0000003,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000005,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000006,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000011,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000012,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000021,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000024,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000028,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000031,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,1,0,normal
user0000032,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000034,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000036,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000037,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000048,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000057,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,0,0,anomalous
user0000066,2c0b2631-bc1e-40c0-978d-5a537144b5e0,1,0,1,0,normal
user0000069,2c0b2631-bc1e-40c0-978d-5a537144b5e0,0,0,1,0,anomalous
user0000001,2c350345-cd70-4531-a041-f29f0266d6fc,0,0,1,0,anomalous
user0000003,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,1,0,normal
user0000004,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000008,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000010,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000012,2c350345-cd70-4531-a041-f29f0266d6fc,0,0,1,0,anomalous
user0000016,2c350345-cd70-4531-a041-f29f0266d6fc,0,0,1,0,anomalous
user0000023,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000029,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000032,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000035,2c350345-cd70-4531-a041-f29f0266d6fc,0,0,2,0,normal
user0000037,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,1,0,normal
user0000040,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000048,2c350345-cd70-4531-a041-f29f0266d6fc,1,0,0,0,anomalous
user0000049,2c350345-cd70-4531-a041-f29f0266d6fc,0,0,1,0,anomalous
user0000069,2c350345-cd70-4531-a041-f29f0266d6fc,0,0,1,0,anomalous
user0000004,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000015,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,1,0,anomalous
user0000017,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,2,0,normal
user0000020,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000021,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000035,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,1,0,anomalous
user0000037,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000045,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,1,0,anomalous
user0000048,2c4d57b1-ccda-4862-88f6-96852b70699a,2,0,0,0,normal
user0000051,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,1,0,anomalous
user0000052,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,1,0,anomalous
user0000053,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,1,0,normal
user0000059,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000063,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000065,2c4d57b1-ccda-4862-88f6-96852b70699a,0,0,1,0,anomalous
user0000067,2c4d57b1-ccda-4862-88f6-96852b70699a,1,0,0,0,anomalous
user0000007,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000018,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000023,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000025,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000030,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000034,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000037,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000040,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000043,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000045,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000048,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000050,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000052,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000056,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000057,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000058,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000061,2c59e560-d076-4fca-a37e-0064cc97f801,1,0,0,0,anomalous
user0000063,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000065,2c59e560-d076-4fca-a37e-0064cc97f801,0,0,1,0,anomalous
user0000005,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,1,0,normal
user0000009,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,0,0,anomalous
user0000011,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000019,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,1,0,normal
user0000024,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,0,0,anomalous
user0000026,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000030,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,0,0,anomalous
user0000031,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,0,0,anomalous
user0000036,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000038,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000046,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000048,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000049,2c5baf63-cc85-4104-94be-cdb2b0927527,2,0,0,0,normal
user0000053,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,0,0,anomalous
user0000058,2c5baf63-cc85-4104-94be-cdb2b0927527,0,0,1,0,anomalous
user0000066,2c5baf63-cc85-4104-94be-cdb2b0927527,1,0,0,0,anomalous
user0000002,2c6f418b-feef-45b9-b664-80bbf93084d3,0,0,1,0,anomalous
user0000004,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,1,0,normal
user0000010,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000011,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,1,0,normal
user0000016,2c6f418b-feef-45b9-b664-80bbf93084d3,0,0,1,0,anomalous
user0000026,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,1,0,normal
user0000028,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000030,2c6f418b-feef-45b9-b664-80bbf93084d3,0,0,1,0,anomalous
user0000032,2c6f418b-feef-45b9-b664-80bbf93084d3,0,0,1,0,anomalous
user0000033,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000034,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000037,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000051,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000053,2c6f418b-feef-45b9-b664-80bbf93084d3,0,0,1,0,anomalous
user0000067,2c6f418b-feef-45b9-b664-80bbf93084d3,1,0,0,0,anomalous
user0000068,2c6f418b-feef-45b9-b664-80bbf93084d3,0,0,1,0,anomalous
user0000002,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,0,0,anomalous
user0000006,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,0,0,anomalous
user0000014,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000021,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000027,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000028,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,1,0,normal
user0000033,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000037,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000045,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000046,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,0,0,anomalous
user0000055,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,0,0,anomalous
user0000060,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000064,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,0,0,anomalous
user0000066,2cd45701-8b89-4258-b709-6c76cd5e0c0b,0,0,1,0,anomalous
user0000067,2cd45701-8b89-4258-b709-6c76cd5e0c0b,3,0,0,0,normal
user0000068,2cd45701-8b89-4258-b709-6c76cd5e0c0b,1,0,0,0,anomalous
user0000007,2cf185db-124a-4978-b39a-9d32cc603808,0,0,1,0,anomalous
user0000016,2cf185db-124a-4978-b39a-9d32cc603808,2,0,0,0,normal
user0000018,2cf185db-124a-4978-b39a-9d32cc603808,1,0,1,0,normal
user0000029,2cf185db-124a-4978-b39a-9d32cc603808,0,0,2,0,normal
user0000035,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000042,2cf185db-124a-4978-b39a-9d32cc603808,0,0,1,0,anomalous
user0000046,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000047,2cf185db-124a-4978-b39a-9d32cc603808,0,0,1,0,anomalous
user0000054,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000056,2cf185db-124a-4978-b39a-9d32cc603808,0,0,1,0,anomalous
user0000057,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000059,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000060,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000063,2cf185db-124a-4978-b39a-9d32cc603808,1,0,0,0,anomalous
user0000067,2cf185db-124a-4978-b39a-9d32cc603808,0,0,1,0,anomalous
user0000069,2cf185db-124a-4978-b39a-9d32cc603808,0,0,1,0,anomalous
user0000001,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000004,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000008,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000027,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000029,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000030,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000031,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000032,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000038,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000042,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000045,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000049,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000051,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000059,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000060,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000061,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000066,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000068,2d3f29f2-cc59-461a-b389-efa4398ad30c,0,0,1,0,anomalous
user0000070,2d3f29f2-cc59-461a-b389-efa4398ad30c,1,0,0,0,anomalous
user0000002,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000007,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000017,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000019,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000020,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000022,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000027,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000030,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000042,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000045,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000046,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,1,0,normal
user0000054,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000058,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000060,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000062,2d73a510-0f6a-4a8e-a543-23bfef35a167,0,0,1,0,anomalous
user0000063,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000064,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000067,2d73a510-0f6a-4a8e-a543-23bfef35a167,1,0,0,0,anomalous
user0000002,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000006,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000017,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000021,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000024,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000025,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000027,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000031,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000035,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000036,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000039,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000045,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000050,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000053,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000054,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000055,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000059,2dea409c-e471-49c6-9fd6-59e085ed23d3,1,0,0,0,anomalous
user0000068,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000070,2dea409c-e471-49c6-9fd6-59e085ed23d3,0,0,1,0,anomalous
user0000003,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,1,0,normal
user0000015,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000024,2e055c8c-36e2-4afe-9d47-6fca11d790bb,0,0,2,0,normal
user0000032,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000034,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000035,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000046,2e055c8c-36e2-4afe-9d47-6fca11d790bb,0,0,1,0,anomalous
user0000048,2e055c8c-36e2-4afe-9d47-6fca11d790bb,0,0,2,0,normal
user0000049,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000051,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000052,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,1,0,normal
user0000054,2e055c8c-36e2-4afe-9d47-6fca11d790bb,0,0,1,0,anomalous
user0000055,2e055c8c-36e2-4afe-9d47-6fca11d790bb,0,0,1,0,anomalous
user0000066,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000069,2e055c8c-36e2-4afe-9d47-6fca11d790bb,1,0,0,0,anomalous
user0000007,2e299935-300b-4a96-badd-99bcd209f78f,2,0,0,0,normal
user0000010,2e299935-300b-4a96-badd-99bcd209f78f,1,0,0,0,anomalous
user0000022,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000025,2e299935-300b-4a96-badd-99bcd209f78f,1,0,0,0,anomalous
user0000029,2e299935-300b-4a96-badd-99bcd209f78f,1,0,0,0,anomalous
user0000034,2e299935-300b-4a96-badd-99bcd209f78f,1,0,0,0,anomalous
user0000036,2e299935-300b-4a96-badd-99bcd209f78f,1,0,0,0,anomalous
user0000039,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000048,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000050,2e299935-300b-4a96-badd-99bcd209f78f,1,0,1,0,normal
user0000053,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000056,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000063,2e299935-300b-4a96-badd-99bcd209f78f,1,0,0,0,anomalous
user0000066,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000069,2e299935-300b-4a96-badd-99bcd209f78f,0,0,1,0,anomalous
user0000070,2e299935-300b-4a96-badd-99bcd209f78f,1,0,1,0,normal
user0000010,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000014,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000018,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000024,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000029,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000033,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000034,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000037,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000038,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000039,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000047,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000053,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000057,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000058,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000060,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000062,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000063,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000064,2e7e8447-d0e2-4cab-99f7-263809b929a1,1,0,0,0,anomalous
user0000068,2e7e8447-d0e2-4cab-99f7-263809b929a1,0,0,1,0,anomalous
user0000005,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,1,0,anomalous
user0000007,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,1,0,anomalous
user0000017,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,1,0,anomalous
user0000018,2e97cf61-1c79-4371-b1ad-392233cac53f,1,0,1,0,normal
user0000022,2e97cf61-1c79-4371-b1ad-392233cac53f,1,0,0,0,anomalous
user0000030,2e97cf61-1c79-4371-b1ad-392233cac53f,2,0,0,0,normal
user0000031,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,1,0,anomalous
user0000034,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,1,0,anomalous
user0000050,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,1,0,anomalous
user0000054,2e97cf61-1c79-4371-b1ad-392233cac53f,0,0,2,0,normal
user0000056,2e97cf61-1c79-4371-b1ad-392233cac53f,1,0,0,0,anomalous
user0000063,2e97cf61-1c79-4371-b1ad-392233cac53f,1,0,0,0,anomalous
user0000066,2e97cf61-1c79-4371-b1ad-392233cac53f,2,0,0,0,normal
user0000067,2e97cf61-1c79-4371-b1ad-392233cac53f,1,0,0,0,anomalous
user0000068,2e97cf61-1c79-4371-b1ad-392233cac53f,1,0,0,0,anomalous
user0000005,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000007,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000014,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000026,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000028,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000029,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000034,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000035,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000038,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000041,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000044,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000051,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000052,2ed53646-791d-4fe5-be68-3ec39abe5b4b,2,0,0,0,normal
user0000055,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000060,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000064,2ed53646-791d-4fe5-be68-3ec39abe5b4b,1,0,0,0,anomalous
user0000065,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000066,2ed53646-791d-4fe5-be68-3ec39abe5b4b,0,0,1,0,anomalous
user0000003,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000004,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000014,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,1,0,anomalous
user0000016,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,1,0,anomalous
user0000018,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000022,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,1,0,anomalous
user0000026,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000037,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,2,0,normal
user0000038,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,1,0,normal
user0000040,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000042,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,1,0,anomalous
user0000047,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,1,0,anomalous
user0000052,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000053,2edeba6d-1527-4202-af67-c52a32c0dee2,0,0,1,0,anomalous
user0000059,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000063,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000064,2edeba6d-1527-4202-af67-c52a32c0dee2,1,0,0,0,anomalous
user0000005,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000006,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,1,0,normal
user0000007,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000008,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000010,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000012,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000015,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000022,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000025,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000033,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000036,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000039,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000041,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000051,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,1,0,normal
user0000064,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000068,2f4b9c51-e998-4874-9bb7-784ab29546e6,0,0,1,0,anomalous
user0000069,2f4b9c51-e998-4874-9bb7-784ab29546e6,1,0,0,0,anomalous
user0000001,2fc3cb5a-7f8a-4f78-964b-5b19075dcd8d,2,0,0,0,normal
